ID;IDMARCA;NOME
713;2;JETTA
714;2;KOMBI
715;2;LOGUS
717;2;PARATI
718;2;PASSAT
719;2;POINTER
720;2;POLO
722;2;SANTANA
723;2;SAVEIRO
725;2;SPACEFOX
726;2;TIGUAN
727;2;TOUAREG
729;2;VOYAGE
732;25;ZDX
737;3;140
755;2;BRASILIA
756;13;BRASILVAN
775;13;CORCEL
803;3;PALIO WEEKEND
806;13;FOCUS SEDAN
807;13;FIESTA SEDAN
808;13;FIESTA TRAIL
810;22;207 SW
811;13;ESCORT SW
812;22;307 SEDAN
813;22;307 SW
815;5;C4 PALLAS
816;5;C4 PICASSO
817;5;C4 VTR
818;24;CLIO SEDAN
819;23;COROLLA FIELDER
824;23;HILUX SW4
825;24;MEGANE GRAND TOUR
827;24;SANDERO STEPWAY
829;5;XSARA PICASSO
1360;131;COLHEITADEIRA
1361;158;PICKUP F75
1362;17;X12
1365;1;BEL AIR
1366;36;RX
1369;1;C-14
1370;155;SRX4
1372;1;C-15
1373;1;BRASIL
1377;18;POLARA
1380;3;600
1382;13;F-01
1383;13;FALCON
1384;13;GALAXIE
1386;13;MAVERICK
1387;13;MODELO A
1388;13;NEW FIESTA
1389;82;LINHA FX
1391;124;GTS
1392;80;H3
1394;14;PRIME
1395;14;TIBURON
1397;87;JEEP
1398;87;CJ5
1399;239;TC
1404;4;CLASSE CLC
1405;4;CLASSE CLS
1408;110;MONTEREY
1411;114;TOPSPORT
1412;114;TARGA
1414;114;X8
1415;43;370Z
1418;124;GTB
1419;124;GTC
1420;124;GTE
1421;115;AUSTIN
1423;24;7TL
1424;24;19
1426;175;CONVERSÍVEL
1427;17;SUPERMINI
1428;2;TL
1429;3;TOPOLINO
1430;23;SR5
1431;23;VITZ
1432;2;VARIANT
1454;57;CANDANGO
1460;2;SP2
1466;258;RECORB
1467;2;POLAUTO
1508;24;GORDINI
1509;265;MINX
1971;23;ETIOS
1972;1;ONIX
1973;14;HB20
1975;36;330
1976;36;520
1978;36;730
1980;36;M1
1982;36;SERIE Z
1983;4;CLASSE SLK
1984;4;CLASSE C
1985;4;CLASSE E
1986;4;CLASSE CL
1987;4;CLASSE CLK
1988;4;CLASSE S
1989;4;CLASSE SL
1990;4;CLASSE SLS
1991;4;CLASSE G
1992;4;CLASSE GL
1993;4;CLASSE M
2032;288;1500
2061;14;EQUUS
2067;12;350 GT
2068;12;400 GT
2069;12;MIURA
2070;12;ISLERO
2071;12;ESPADA
2072;12;COUNTACH
2073;12;DIABLO
2074;12;ZAGATO
2075;12;ALAR
2076;12;LM002
2077;12;REVENTON
2078;12;ANKONIAN
2080;12;AVENTADOR
2081;12;SESTO ELEMENTO
2082;15;J3 TURIN
2083;15;J2
2084;24;SANDERO GT
2087;1;SPIN
2088;1;TRAILBLAZER
2097;5;C3 PICASSO
2098;5;GRAND C4 PICASSO
2099;5;JUMPER MINIBUS
2100;5;JUMPER VETRATO
2101;22;207 SEDAN
2102;22;207 QUIKSILVER
2103;22;207 ESCAPADE
2104;22;308 CC
2105;22;BOXER PASSAGEIRO
2106;13;NEW FIESTA SEDAN
2108;13;TRANSIT PASSAGEIRO
2109;13;TRANSIT CHASSI
2110;32;A4 AVANT
2111;32;S4 AVANT
2112;32;A5 SPORTBACK
2113;32;A5 CABRIOLET
2114;32;S5 COUPE
2115;32;S5 SPORTBACK
2116;32;S5 CABRIOLET
2117;32;A6 AVANT
2118;32;A6 ALLROAD
2119;32;S6 AVANT
2120;32;S7
2121;32;TT ROADSTER
2122;32;TT RS
2123;32;TT RS ROADSTER
2124;32;TTS ROADSTER
2125;32;R8 SPYDER
2126;32;R8 GT
2127;32;R8 GT SPYDER
2129;10;F12
2130;10;458 SPIDER
2131;10;458 ITALIA
2132;10;FF
2133;10;599
2134;10;SA
2135;10;CHALLENGE
2136;10;SUPERAMERICA
2137;10;F430 SPIDER
2138;10;430
2139;10;612 SESSANTA
2140;10;599 GTB
2141;10;SCUDERIA SPIDER
2142;10;512
2143;10;456 GT
2144;10;348 GTS
2145;10;348 SPIDER
2146;10;F355
2147;10;F355 SPIDER
2148;10;F50
2149;10;355 SPIDER
2150;10;360 MODENA
2151;111;PAJERO FULL
2152;111;PAJERO DAKAR
2153;111;PAJERO TR4
2154;111;LANCER SPORTBACK
2155;111;LANCER EVOLUTION
2156;111;L200 TRITON SAVANA
2157;111;L200 TRITON
2159;43;LIVINA X-GEAR
2160;43;GRAND LIVINA
2161;21;NEW ACTYON SPORTS
2162;23;PRIUS
2163;114;SPORT
2164;114;MTS
2165;114;SPIDER
2166;114;KABRIO
2167;114;SAGA
2168;114;SAGA II
2169;114;787
2170;114;X11
2171;295;GAIOLA
2175;18;NITRO
2176;18;CHALLENGER
2177;18;DART
2178;18;LE BARON
2179;18;CORDOBA
2180;18;CHARGER
2181;19;WINDSOR
2183;19;CROSSFIRE
2184;19;CORDOBA
2185;155;ESCALADE
2186;41;RIVIERA
2187;41;COUPE
2188;41;CENTURY
2189;41;APOLLO
2190;41;CENTURION
2191;41;EIGHT
2192;41;ELECTRA
2193;41;ESTATE WAGON
2194;41;GRAN SPORT
2195;41;GSX
2196;41;INVICTA
2197;41;LESABRE
2198;41;LIMITED
2199;41;PARK AVENUE
2200;41;RAINIER
2201;41;REATTA
2202;41;REGAL
2203;41;RENDEZVOUS
2204;41;ROADMASTER
2205;41;ROYAUM
2206;41;SKYHAWK
2207;41;SKYLARK
2208;41;SOMERSET
2209;41;SPECIAL
2210;41;SPORT WAGON
2211;41;SUPER
2212;41;TERRAZA
2213;41;WILDCAT
2214;41;LACROSSE
2215;41;ENCLAVE
2217;41;GL8
2218;41;HRV
2219;41;LUCERNE
2230;13;SIERRA
2231;51;BROUGHAM
2232;51;CHAIRMAN
2233;51;DAMAS
2234;51;GENTRA
2235;51;MAEPSY
2236;51;ISTANA
2237;51;KALOS
2238;51;KORANDO
2239;51;LACETTI
2240;51;LEMANS
2242;51;MATIZ
2243;51;MUSSO
2244;51;NEXIA
2245;51;REZZO
2246;51;ROYALE PRINCE
2247;51;ROYALE SALON
2248;51;STATESMAN
2249;51;TOSCA
2250;51;WINSTORM
2252;158;RURAL
2253;18;D100
2259;4;170
2261;18;CUSTOM ROYAL
2262;1;CLUB COUPE
2263;18;MAGNUM
2264;1;GMC 100
2265;69;SOLSTICE
2266;158;ITAMARATY
2267;86;MARK V
2268;124;GT
2269;145;CHAMPION
2270;3;BALILLA
2271;158;INTERLAGOS
2272;17;X15
2273;13;F-85
2274;70;SPEEDSTER 356
2275;88;TOPIC FURGAO
2276;88;TOPIC ESCOLAR
2279;4;300D
2280;4;CLASSE TE
2283;23;T-100
2294;24;MEGANE SEDAN
2295;32;A4 CABRIOLET
2298;82;LINHA G
2299;82;LINHA G COUPE
2300;82;LINHA G CONVERSIVEL
2301;82;LINHA M
2302;82;LINHA EX
2303;82;LINHA JX
2304;82;LINHA QX
2305;86;MODELOS XF
2306;86;F-TYPE
2307;86;MARK VII
2308;86;MARK VIII
2309;86;MARK IX
2310;86;MARK X
2311;86;E-TYPE
2312;86;C-TYPE
2313;86;D-TYPE
2314;86;MARK I
2315;86;MARK II
2346;124;GT4R
2347;124;SPYDER
2348;124;GTI
2349;124;AM1
2350;124;AM2
2351;124;AM3
2352;124;AM4
2353;124;AMV
2377;7;ACTY
2378;7;AIRWAVE
2379;7;ASCOT
2380;7;BALLADE
2381;7;BEAT
2382;7;CR-X
2383;7;CONCERTO
2384;7;CR-Z
2385;7;DOMANI
2386;7;EDIX
2387;7;ELEMENT
2388;7;EV PLUS
2389;7;FCX
2390;7;FR-V
2392;7;HR-V
2393;7;HSC
2394;7;INSIGHT
2396;25;TL
2397;7;LIFE DUNK
2398;7;LOGO
2399;7;MOBILIO
2400;25;MDX
2401;7;ORTHIA
2402;7;PARTNER VAN
2403;7;PILOT
2404;7;RIDGELINE
2405;7;S2000
2406;7;S600
2407;7;S500
2408;7;S800
2409;7;STEPWGN
2410;7;STREAM
2411;7;THATS
2412;7;VAMOZ
2413;7;Z
2414;7;ZEST
2441;59;AERIO
2442;59;ALTO
2443;59;APV
2444;59;KEI
2445;59;LAPIN
2446;59;MR WAGON
2447;59;XL-7
2448;59;VERONA
2477;158;JEEP CJ
2479;22;306 CABRIOLET
2484;57;BELCAR
2485;90;M715
2492;22;407 SW
2493;22;307 CC
2499;1;STYLELINE
2500;13;ANGLIA
2508;26;GT2
2509;1;YUKON
2510;54;SPORTSMAN
2514;24;21 NEVADA
2515;11;VEYRON
2516;10;ENZO
2517;22;306 SW
2528;28;TI 80
2532;70;SPYDER 550
2533;10;380 GTB
2534;149;T-5
2536;18;KINGSWAY
2537;1;SSR
2540;1;IMPALA
2541;22;208
2542;1;GRAND BLAZER
2555;53;100 SERIES
2558;53;200 SERIES
2559;53;300 SERIES
2561;53;66
2562;53;700 SERIES
2563;53;AMAZON
2564;53;C303
2566;53;DUETT
2567;53;L3314
2568;53;OV 4
2569;53;P1800
2570;53;SUGGA
2571;13;TT
2572;5;ONCE
2573;13;DE LUXE
2574;13;CUSTOM
2575;13;T-BUCKET
2576;17;G15
2588;111;PAJERO FULL 3D
2589;111;PAJERO SPORT
2590;36;120 CABRIO
2591;36;320 TOURING
2592;36;330 CABRIO
2593;36;SERIE 5 TOURING
2594;36;SERIE 6 CABRIO
2595;36;SERIE M CONVERSIVEL
2596;36;M5 TOURING
2597;36;SERIE Z ROADSTER
2599;13;KA SPORT
2600;2;CC
2605;16;CERATO KOUP
2607;1;ASTRO
2608;23;COROLLA XRS
2609;23;ETIOS SEDAN
2611;13;FREESTYLE
2612;110;COUGAR
2615;102;XUV 500
2618;102;XYLO
2619;102;BOLERO
2620;102;THAR
2621;102;AXE
2622;102;LEGEND
2623;87;CJ3
2624;102;ARMADA
2625;102;CHASSI
2626;102;SCORPIO PICK-UP
2627;6;STAR TRUCK
2628;6;STAR
2629;6;STAR VAN CARGO
2630;6;STAR VAN PASSAGEIROS
2632;141;ALVORADA
2633;141;CHAMBORD
2637;141;PROFISSIONAL
2639;141;VEDETTE
2640;141;ARONDE
2641;141;1200S
2642;141;1000
2645;14;HB20X
2646;14;HB20S
2648;1;MONZA
2649;1;CHEVETTE
2650;98;X60
2651;1;TRAX
2652;36;118
2653;36;120
2654;36;130
2655;36;BAVARIA
2656;36;C-2800
2657;36;318
2658;36;320
2659;36;318 CABRIO
2660;36;325 CABRIO
2661;36;530
2662;36;540
2663;36;550
2664;36;740
2665;36;750
2666;36;760
2675;341;MATRIX 4X4
2694;132;A7
2695;132;A9
2696;132;A9 CARGO
2697;132;T20
2698;132;T20 BAU
2699;132;T22
2704;64;SUPER 90 COUPE
2705;17;X20
2706;17;ITAIPU
2707;17;G800
2708;17;XEF
2709;17;MOTOMACHINE
2710;17;BUGATO
2711;17;QT
2716;57;CAICARA
2717;57;CARCARA
2718;57;FISSORE
2719;57;MALZONI
2720;57;VEMAGUET
2727;5;C4 LOUNGE
2728;108;CX-7
2729;147;TR
2730;147;LUCENA
2731;147;SEVETSE
2732;147;RAGGE
2733;53;C70
2734;53;C30
2735;53;544
2736;53;S40
2737;53;S60
2738;53;S70
2739;53;S80
2740;53;V40
2741;53;V50
2742;53;V60
2743;53;V70
2744;53;S90
2745;53;XC60
2746;53;XC70
2747;53;XC90
2748;53;P1900
2749;53;PV36
2750;53;PV444
2751;53;PV544
2752;53;PV51
2753;53;PV654
2754;53;C50
2755;4;190
2756;4;CLASSE CLA
2757;4;CLASSE V
2758;4;VANEO
2759;4;CITAN
2760;4;VARIO
2761;4;CLASSE S CLASSICO
2809;15;J3S
2810;345;PICK-UP
2811;345;VAN
2823;5;C3 SOLARIS
2824;5;C3 XTR
2825;5;C4 SOLARIS
2826;5;C5 BREAK/TOURER
2827;5;XSARA BREAK
2828;5;XSARA VTS
2829;5;XANTIA BREAK
2830;5;XM BREAK
2831;5;C15
2832;5;NEMO
2833;5;VISA
2834;5;C1
2835;5;C2
2836;5;C3 PLURIEL
2837;5;DS4
2838;5;DS5
2839;5;JUMPY
2840;5;C-CROSSER
2841;5;C35
2842;5;C25
2843;5;CX
2844;5;CX BREAK
2845;5;AXEL
2846;5;DYANE
2847;5;GS/GSA
2848;5;GS/GSA BREAK
2849;5;MEHARI
2850;5;SAXO
2851;5;SM
2852;5;ELYSEE
2853;24;MASTER MINIBUS
2854;47;CELER
2855;47;CELER SEDAN
2856;47;CIELO SEDAN
2857;32;A1 SPORTBACK
2858;32;A1 QUATTRO
2859;32;A3 SPORTBACK
2860;32;RS4 AVANT
2861;32;A8L W12
2862;32;R8 V10
2863;13;RANGER CD
2864;15;T140
2865;36;X1
2866;36;X3
2867;36;X5
2868;36;X6
2869;36;840
2870;36;850
2871;36;645
2872;36;650
2874;7;FIT TWIST
2876;346;MP4
2877;346;F1
2878;13;MONDEO SW
2879;13;ESCORT SEDAN
2880;13;ESCORT CONVERSIVEL
2881;108;MX-6
2884;1;CORISCO
2885;1;CHEVELLE
2886;13;EXCURSION
2887;2;TOURAN
2890;13;F-10000
2891;22;HOGGAR ESCAPADE
2901;13;PHAETON
2913;2;TRANSPORTER
2914;16;GRAND BESTA
2915;43;200SX
2916;43;240SX
2921;19;300M
2922;19;300C TOURING
2928;13;TORINO
2931;1;VENTURE
2932;1;FLEETLINE
2933;1;FLEETMASTER
2934;1;DELUXE
2936;13;ESCORT XR3
2937;1;MASTER
2938;120;TORONADO
2939;120;SIX
2940;120;EIGHT
2941;120;DELUXE
2942;120;SERIES 60
2943;120;SERIES 70
2944;120;SERIES 80
2945;120;SERIES 90
2946;120;STARFIRE
2947;120;442
2948;120;CUTLASS
2949;120;CUTLASS SUPREME
2950;120;CUTLASS SALON
2951;120;CUTLASS CALAIS
2952;120;CUTLASS CIERA
2953;120;CUSTOM CRUISER
2954;120;VISTA CRUISER
2955;120;F-85
2957;120;FIRENZA
2958;120;ACHIEVA
2959;120;ALERO
2960;120;AURORA
2961;120;BRAVADA
2962;120;INTRIGUE
2963;120;SILHOUETTE
2972;123;SUPERBIRD
2973;123;FURY
2974;123;SPECIAL
2975;123;PROWLER
2976;123;TRAIL DUSTER
2977;123;VOYAGER
2978;123;SCAMP
2979;123;ARROW
2980;123;PT50
2981;123;PT57
2982;123;PT81
2983;123;PT105
2984;123;PT125
2985;123;EXPRESS
2986;123;VOYAGER EXPRESSO
2987;123;NEON
2988;123;LASER
2989;123;CARAVELLE
2990;123;STATION WAGON
2991;123;MODEL Q
2992;123;MODEL P6
2993;31;DB9 COUPE
2994;31;DB9 VOLANTE
2995;31;VIRAGE COUPE
2996;31;RAPIDE S
2997;31;V12 VANTAGE
2998;31;V8 VANTAGE COUPE
2999;31;V8 VANTAGE ROADSTER
3000;31;V8 VANTAGE S COUPE
3001;31;V8 VANTAGE S ROADSTER
3002;31;VANQUISH COUPE
3003;31;VANQUISH VOLANTE
3004;31;V12 ZAGATO
3005;31;DB5
3007;31;DBS
3008;31;DBS VOLANTE
3009;31;CYGNET
3010;31;ONE-77
3011;31;DBR9
3013;36;M3
3014;36;M5
3015;36;M6
3016;36;X6 M
3017;113;CABRIO
3018;113;COUPE
3019;113;ROADSTER
3020;113;COUNTRYMAN
3021;113;PACEMAN
3022;113;JOHN COOPER WORKS
3023;122;ZONDA
3024;8;NEW XV
3025;8;IMPREZA WRX HATCH
3026;8;IMPREZA WRX STI HATCH
3027;8;IMPREZA WRX STI SEDAN
3028;8;IMPREZA WRX SEDAN
3030;23;ETIOS CROSS
3031;12;HURACAN
3032;2;UP
3080;195;EXPLORER
4964;142;FORTWO CABRIO
4969;26;GT
4970;26;GTL
4971;26;GTM
4972;26;C2
4973;26;CRX
4974;26;AC 2000
4975;99;AVIATOR
4976;99;BLACKWOOD
4977;99;CAPRI
4978;99;CONTINENTAL
4979;99;LS
4980;99;MARK
4981;99;MARK LT
4982;99;MKR
4983;99;MKS
4984;99;MKX
4985;99;MKZ
4986;99;NAVIGATOR
4987;99;PREMIERE
4988;99;TOWN CAR
4989;99;VERSAILLES
4990;99;ZEPHYR
4991;1;CLASSIC
4992;21;ACTYON
5003;1;MARAJO
5004;1;SUPREMA
5005;2;NEW BEETLE
5006;2;QUANTUM
5007;2;CROSSFOX
5008;3;MILLE
5009;534;GC2
5010;534;EC7
5011;98;530
5012;3;MOBI
5013;3;TORO
5014;87;RENEGADE
5015;24;DUSTER OROCH
5016;24;SANDERO RS
5017;14;HB20R
5018;14;GRAND SANTA FE
5019;2;GOLF VARIANT
5020;2;SPACE CROSS
5021;22;2008
5022;16;QUORIS
5023;16;GRAND CARNIVAL
5024;15;T8
5025;15;T6
5026;15;T5
5027;13;KA SEDAN
5028;13;FOCUS FASTBACK
